"offer_name","price","mileage_km","fuel_type","transmission","engine_capacity","power","country_of_origin","description","vehicle_brand","vehicle_model","color","production_year","seller_name","seller_type","seller_time_on_site","location","weight_kg","power_num","engine_capacity_num","mileage_km_num","weight_kg_num","years","price_num"
"Iveco Daily","680000","10 km","Diesel","Manualna","2 998 cm3","160 KM",NA,"Marka: MercusRok produkcji: 2024Silnik: 2998 cm3Emisja spalin: Euro VISkrzynia biegów: ManualnaIlość miejsc: 37+1+1Długość: 8848 mmWysokość: 3200 mmSzerokość: 2260 mmDMC: 8050 kgWyposażenie* Fotel Kierowcy Autobusowy komfortowy, resorowany* Fotele montowane na podestach* Radio II Din z dotykowym ekranem* Monitor składany x 2* Kamera cofania* Mikrofon* Gniazdka USB dla każdego pasażera* Panele kinetic z nagłośnieniem, oświetleniem i nawiewami* Dodatkowe nagłośnienie oraz oświetlenie z regulacją natężenia światła* Dachowa Klimatyzacja dla pasażerów z indywidualnymi nawiewami* Niezależna klimatyzacja Kierowcy* Webasto wodne, niezależne od pracy silnika* Konwektory lewa/prawa strona (elektroniczna regulacja)* Przednia szyba panoramiczna* Szyby boczne panoramiczne, podwójne, przyciemnione* Półki bagażowe z oświetleniem Led dzień i noc* Termiczna i akustyczna izolacja przedziału pasażerskiego* Wykładzina antypoślizgowa wysokiej jakości* Firanki okienne* Przednie drzwi elektryczne z ogrzewaną elektrycznie szybą* Tylne drzwi awaryjne (manualne)* Boczne bagażniki, przelotowe* Pogłębiony bagażnik tylny* Lodówka montowana w desce* Dodatkowe oświetlenie LED* Stopień wejściowy podwójny, podświetlanyDostępny od rękiRaty 0% w formie wynajmu z wykupemW ofercie kilka sztuk w rożnych konfiguracjach dostępnych od ręki !!W ofercie posiadamy usługę wynajmu długoterminowego z możliwością wykupu pojazdu po okresie umowy, najmu auta zastępczego opłacanego z OC/AC oraz likwidacje szkody komunikacyjne.Chcesz zmienić coś w swojej flocie? U nas możliwa jest zamiana Twojego busa/autobusu z dopłatą Klienta lub naszą.Posiadamy autorskie projekty wielu rodzajów zabudowy, a także dopasowujemy się do upodobań i potrzeb klientów. Dzięki indywidualnemu podejściu do każdego pojazdu oraz wysokich możliwościach personalizacji, spełnimy państwa oczekiwania.Niniejsze ogłoszenie jest wyłącznie informacją handlową i nie stanowi oferty w myśl Art. 66. § 1. Kodeksu Cywilnego. Sprzedający nie odpowiada za ewentualne błędy lub nieaktualność ogłoszenia, a dane w nim zawarte mają jedynie charakter informacyjny i mogą ulec zmianie.","Iveco","Daily","Srebrny",2024,"MERCUS",NA,"Sprzedający na OTOMOTO od 2016","Usługi finansoweNaprawa samochodówUsługi ubezpieczenioweNaprawy blacharskieMyjniaWynajem pojazdów",NA,160,2998,10,NA,1,680000
"Mercedes-Benz Sprinter 519","446000","10 km","Diesel","Manualna","1 950 cm3","190 KM",NA,"Mercedes-Benz Sprinter 519Liczba miejsc 27 (możliwość doposażenia w miejsca stojące)Dostępny od rękiW ofercie posiadamy usługę wynajmu długoterminowego z możliwością wykupu pojazdu po okresie umowy, najmu auta zastępczego opłacanego z OC/AC oraz likwidacje szkody komunikacyjne.Chcesz zmienić coś w swojej flocie? U nas możliwa jest zamiana Twojego busa/autobusu z dopłatą Klienta lub naszą.Posiadamy autorskie projekty wielu rodzajów zabudowy, a także dopasowujemy się do upodobań i potrzeb klientów. Dzięki indywidualnemu podejściu do każdego pojazdu oraz wysokich możliwościach personalizacji, spełnimy państwa oczekiwania.Niniejsze ogłoszenie jest wyłącznie informacją handlową i nie stanowi oferty w myśl Art. 66. § 1. Kodeksu Cywilnego. Sprzedający nie odpowiada za ewentualne błędy lub nieaktualność ogłoszenia, a dane w nim zawarte mają jedynie charakter informacyjny i mogą ulec zmianie.","Mercedes-Benz","Sprinter 519","Biały",2024,"MERCUS",NA,"Sprzedający na OTOMOTO od 2016","Usługi finansoweNaprawa samochodówUsługi ubezpieczenioweNaprawy blacharskieMyjniaWynajem pojazdów",NA,190,1950,10,NA,1,446000
"MAN TGE 5.160","299000","10 km","Diesel","Manualna","1 968 cm3","163 KM",NA,"Man TGE 5.160Liczba miejsc 23 plus 10Możliwy wpis o przewozie osób niepełnosprawnychDostępny od rękiW ofercie posiadamy usługę wynajmu długoterminowego z możliwością wykupu pojazdu po okresie umowy, najmu auta zastępczego opłacanego z OC/AC oraz likwidacje szkody komunikacyjne.Chcesz zmienić coś w swojej flocie? U nas możliwa jest zamiana Twojego busa/autobusu z dopłatą Klienta lub naszą.Posiadamy autorskie projekty wielu rodzajów zabudowy, a także dopasowujemy się do upodobań i potrzeb klientów. Dzięki indywidualnemu podejściu do każdego pojazdu oraz wysokich możliwościach personalizacji, spełnimy państwa oczekiwania.Niniejsze ogłoszenie jest wyłącznie informacją handlową i nie stanowi oferty w myśl Art. 66. § 1. Kodeksu Cywilnego. Sprzedający nie odpowiada za ewentualne błędy lub nieaktualność ogłoszenia, a dane w nim zawarte mają jedynie charakter informacyjny i mogą ulec zmianie.","MAN","TGE 5.160","Pomarańczowy",2024,"MERCUS",NA,"Sprzedający na OTOMOTO od 2016","Usługi finansoweNaprawa samochodówUsługi ubezpieczenioweNaprawy blacharskieMyjniaWynajem pojazdów",NA,163,1968,10,NA,1,299000
"Mercedes-Benz Sprinter City 517 Mercus","459000","10 km","Diesel","Automatyczna","1 950 cm3","170 KM",NA,"MB Sprinter City MercusLiczba miejsc siedzących 20Liczba miejsc stojących 25Dostępny do rękiW ofercie posiadamy usługę wynajmu długoterminowego z możliwością wykupu pojazdu po okresie umowy, najmu auta zastępczego opłacanego z OC/AC oraz likwidacje szkody komunikacyjne.Chcesz zmienić coś w swojej flocie? U nas możliwa jest zamiana Twojego busa/autobusu z dopłatą Klienta lub naszą.Posiadamy autorskie projekty wielu rodzajów zabudowy, a także dopasowujemy się do upodobań i potrzeb klientów. Dzięki indywidualnemu podejściu do każdego pojazdu oraz wysokich możliwościach personalizacji, spełnimy państwa oczekiwania.","Mercedes-Benz","Sprinter City 517 Mercus","Biały",2024,"MERCUS",NA,"Sprzedający na OTOMOTO od 2016","Usługi finansoweNaprawa samochodówUsługi ubezpieczenioweNaprawy blacharskieMyjniaWynajem pojazdów",NA,170,1950,10,NA,1,459000
"Mercedes-Benz Akia 12","759000","10 km","Diesel","Automatyczna","7 698 cm3","300 KM",NA,"Autobus miejski AkiaSilnik Mercedes Benz, OM 934 LASkrzynia biegów Allison ( 5 lat gwarancji ) lub ZFIlosć miejsc 34 siedzące + 65 stojącychMożliwość doposażenia we wszystkie wymagane systemy informacji pasażerskiej czy systemu ""ciepły guzik""W ofercie posiadamy usługę wynajmu długoterminowego z możliwością wykupu pojazdu po okresie umowy, najmu auta zastępczego opłacanego z OC/AC oraz likwidacje szkody komunikacyjne.Chcesz zmienić coś w swojej flocie? U nas możliwa jest zamiana Twojego busa/autobusu z dopłatą Klienta lub naszą.Posiadamy autorskie projekty wielu rodzajów zabudowy, a także dopasowujemy się do upodobań i potrzeb klientów. Dzięki indywidualnemu podejściu do każdego pojazdu oraz wysokich możliwościach personalizacji, spełnimy państwa oczekiwania.Niniejsze ogłoszenie jest wyłącznie informacją handlową i nie stanowi oferty w myśl Art. 66. § 1. Kodeksu Cywilnego. Sprzedający nie odpowiada za ewentualne błędy lub nieaktualność ogłoszenia, a dane w nim zawarte mają jedynie charakter informacyjny i mogą ulec zmianie.","Mercedes-Benz","Akia 12","Biały",2024,"MERCUS",NA,"Sprzedający na OTOMOTO od 2016","Usługi finansoweNaprawa samochodówUsługi ubezpieczenioweNaprawy blacharskieMyjniaWynajem pojazdów",NA,300,7698,10,NA,1,759000
"Iveco stralis","325950","912 000 km","Diesel","Automatyczna",NA,"500 KM","Dania","Do sprzedania Iveco,8x2,2 osie podnoszone,ostatnia skrętna,automat,nowa zabudowa.zarejestrowany jako SPECJALNY.pompa JUROP RV 520 napęd hydrauliczny,zbiornik 24m3, w ofercie również inne pojazdy gotowe i w trakcie zabudowy.cena netto 265000zł zapraszam do kontaktu.Wyświetl numer piotr","Iveco","stralis","Zielony",2012,"piotr","Osoba prywatna","Sprzedający na OTOMOTO od 2017","Puszcza Mariańska, żyrardowski, Mazowieckie",NA,500,NA,912000,NA,13,325950
"Mercedes-Benz AROCS 3263","362850","920 000 km","Diesel","Automatyczna",NA,"630 KM","Finlandia","Do sprzedania Mercedes Axocs 3263,sprowadzony z finlandii,napęd 8x4,2 osie skretne,ostatnia podnoszona,resor,automat.nowa zabudowa o pojemnosci 23m3,pompa JUROP RV 520 napęd hydrauliczny,kercher spalinowy +woda czysta,pojazd ma zamontowany pług śnieżny,sterowany z kabiny.auto gotowe do pracy,sprawny,zarejestrowany jako SPECJALNY.możliwy leasing.w ofercie również inne auta gotowe i w trakcie zabudowy,cena  295000netto.zapraszam do kontaktu Wyświetl numer PIOTR","Mercedes-Benz","AROCS 3263","Srebrny",2015,"piotr","Osoba prywatna","Sprzedający na OTOMOTO od 2017","Puszcza Mariańska, żyrardowski, Mazowieckie",NA,630,NA,920000,NA,10,362850
"Inny inny","62000","10 000 km","CNG",NA,NA,NA,NA,"Do sprzedania zabudowa o pojemnosci 5m3.zbiornik wykonany ze stali kwasoodpornej,wyposażony w zawór 4 cali kulowy,oraz 3 zawory 3/4 cala do napełniania naczyń,oraz przyłącze 2 cale do napełniania zbiornika w ciecz.Na szczycie zbiornika znajduje się właz o scrednicy 600mm,możliwe wejcie do srodka zbiornika,oraz drabinka .Zbiornik ocieplony wełną o grubosci 50mm,co umożliwia użytkowanie w temperaturach ujemnych.zbiornik osadzony na ramie,wyposażoną w 4 nogi podporowe,która umożliwia przewóz na każdym podwoziu typu platforma.Możliwosc zamontowania zabudowy w naszej firmie na dostarczone podwozie.Zbiornik posiada certyfikat spożywczy.Możliwy leasing,również wykonujemy zabudowy na życzenie klienta.zapraszam do kontaktu Wyświetl numer  PIOTR vaccum truck center puszcza mar   www.wojciccy.pl   ogłoszenie grzecznosciowe","Inny","inny","Srebrny",2022,"piotr","Osoba prywatna","Sprzedający na OTOMOTO od 2017","Puszcza Mariańska, żyrardowski, Mazowieckie",NA,NA,NA,10000,NA,3,62000
"Kogel","172200","123 000 km","Diesel",NA,NA,NA,NA,"Do sprzedania naczepa podwozie KOGEL nowa zabudowa 2021 pojemnosc 30m3 pompa JUROP rv 520,do pracy ciągłej.w ofercie pojazdy gotowe i w trakcie zabudowy.możliwy leasing. wykonujemy zabudowy pod klienta.kontakt Wyświetl numer Piotr www.wojciccy.pl  vacum truck center puszcza mariańska","Kogel","Zielony","2014",NA,"piotrwoj11","Osoba prywatna","Sprzedający na OTOMOTO od 2017","Puszcza Mariańska, żyrardowski, Mazowieckie",NA,NA,NA,123000,NA,NA,172200
"DAF LF","205000","306 000 km","Diesel","Automatyczna",NA,"320 KM",NA,"do sprzedania DAF sprowadzony z niemiec,2014,mały przebieg,zwieszenie tył poduszka,przód resor,blokada mostu,nowa zabudowa 11,5m3 pompa jurop 84 wydajnosc 9000l/min.zarejestrowany,gotowy do pracy.SPECJALNY,myjka cisnieniowa,w ofercie inne pojazdy tego rodzaju 2,3,4 osiowe.tel Wyświetl numer PIOTR","DAF","LF","Biały",2014,"piotr","Osoba prywatna","Sprzedający na OTOMOTO od 2017","Puszcza Mariańska, żyrardowski, Mazowieckie",NA,320,NA,306000,NA,11,205000
"Mercedes-Benz ANTOS","252150","515 000 km","Diesel","Automatyczna",NA,"400 KM","Niemcy","Do sprzedania sprowadzony z niemiec Mercedes Antos ,zawieszenie pneumatyczne,blokada mostu,automat,klima,nowa zabudowa 12m3 pompa jurop 84 wydajnosc 9000l/min ,zarejestrowany SPECJALNY,myjka cisnieniowa.pojazd gotowy do pracy.cena 205000zł netto.posiadam w ofercie pojazdy gotowe i w trakcie zabudowy 2,3,4 osiowe.tel Wyświetl numer PIOTR","Mercedes-Benz","ANTOS","Biały",2014,"piotr","Osoba prywatna","Sprzedający na OTOMOTO od 2017","Puszcza Mariańska, żyrardowski, Mazowieckie",NA,400,NA,515000,NA,11,252150
"Volvo FL250","246000","140 000 km","Diesel","Automatyczna",NA,"250 KM",NA,"do sprzedania VOLVO sprowadzone ze szwecji,zawieszenie pnematyczne,blokada mostu,automat,mały przebieg,zarejestrowany SPECJALNY,gotowy do pracy.nowa zabudowa 9000l,pompa jurop 9000l/min 84pn.w ofercie inne pojazdy gotowe i w trakcie zabudowy 2,3,4 osiowe. cena 200000zł netto,do negociacji.prosze dzwonic Wyświetl numer piotr","Volvo","FL250","Biały",2014,"piotr","Osoba prywatna","Sprzedający na OTOMOTO od 2017","Puszcza Mariańska, żyrardowski, Mazowieckie",NA,250,NA,140000,NA,11,246000
"MAN tgs","239850","707 000 km","Diesel","Automatyczna",NA,"320 KM",NA,"do sprzedania MAN 2014,automat,klima,blokada mostu,nowa zabudowa 11000l,pompa jurop 155 dużej wydajnoisci,auto zarejestrowane SPECJALNY,gotowe do przcy,w ofercie inne pojazdy tego rodzaju 2,3,4 osiowe gotowe i w trakcie zabudowy.cena 195000zł netto,do negociacji.tel 601 588 933piotr","MAN","tgs","Biały",2014,"piotr","Osoba prywatna","Sprzedający na OTOMOTO od 2017","Puszcza Mariańska, żyrardowski, Mazowieckie",NA,320,NA,707000,NA,11,239850
"Mercedes-Benz axor 1824","227550","403 000 km","Diesel","Automatyczna",NA,"240 KM",NA,"do sprzedania MERCEDES AXOR,sprowadzony z niemiec,mały przebieg,pnematyka,automat,klima,blokada mostu.nowa zabudowa 11,5m3 pompa jurop 84pn 9000l/min,pojazd zarejestrowany SPECJALNY ,myjk cisnieniowa.gotowy do pracy.w ofercie inne pojazdy gotowe 2,3,4 osiowe i w trakcie zabudowy cena 185000zł netto,do negociacji.tel Wyświetl numer piotr","Mercedes-Benz","axor 1824","Biały",2012,"piotr","Osoba prywatna","Sprzedający na OTOMOTO od 2017","Puszcza Mariańska, żyrardowski, Mazowieckie",NA,240,NA,403000,NA,13,227550
"Mercedes-Benz ANTOS 1840","258300","315 000 km","Diesel","Automatyczna",NA,"400 KM",NA,"do sprzedania ANTOS,2014rok,mały przebieg,automat,blokada mostu nowa zabudowa 12m3,pompa JUROP RV 360 do pracy ciągłej z napędem hydraulicznym.auto gotowe do pracy,zarejestrowane SPECJALNY,myjka cisnieniowa,w ofercie inne pojazdy tego rodzaju gotowe i w trakcie zabudowy.cena 210000netto,do negociacji.tel Wyświetl numer piotr","Mercedes-Benz","ANTOS 1840","Biały",2014,"piotr","Osoba prywatna","Sprzedający na OTOMOTO od 2017","Puszcza Mariańska, żyrardowski, Mazowieckie",NA,400,NA,315000,NA,11,258300
"Mercedes-Benz Atego 1224","195570","330 000 km","Diesel",NA,NA,NA,NA,"WitamMercedes Atego 1224Rok 2013Przebieg 380000 km udokumentowany książką serwisowąEuro 5Nowa Laweta 8,50/2,50Najazdy hydrauliczneKlimatyzacjaMasa całkowita 11990 kgRozstaw osi 5,96 m(mogę zmienić)Koła 265/70 R19,5Przód resorTył poduszkaSkrzynia biegów automatycznaStan techniczny i wizualny ładnyAuto można skontrolować w dowolnym serwisie,Po uzgodnieniu możemy wymienić filtry oleje płyny,Istnieje możliwość przebudowy auta:- zmiana rozstawu osi;- sprzedaż samej ramy;- zamontowania: firany, kontenera, lawety i inneKredytujemy i leasingujemy auta z każdego rocznika.Procedura pełna i uproszczonaRatę dopasujemy do potrzeb każdego KlientaJeżeli auto Ci nie odpowiada zobacz co mamy na stronie.lub zadzwoń Wyświetl numerCena 159000+vatZapraszam","Mercedes-Benz","Atego 1224","Biały",2013,"TRUCK SERVICE",NA,"Sprzedający na OTOMOTO od 2012","Naprawa samochodówSzybka naprawa",NA,NA,NA,330000,NA,12,195570
"Mercedes-Benz Antos 1830","479700","500 000 km","Diesel",NA,NA,NA,NA,"WITAMMERCEDES ACTROS 1833DO CZYSZCZENIA DRÓGPOLEWACZKARok 12/2016Euro 6Przebieg 500000 km, udokumentowany książka serwisowa,SprowadzonyBeczka 11000 lKabina dziennaTempomatKlimatyzacjaBlokada mostuMasa całkowita 18000 kg,Koła 315/70 R22,5Elektryczne szyby i lusterka,Przód resorTył poduszkaSkrzynia biegów automatStan techniczny i wizualny ładny,Mam w ofercie inne marki modeleZACHĘCAM DO ZAPOZNANIA SIĘ ZE WSZYSTKIMI NASZYMI OFERTAMI. W SPRZEDAŻY DOSTĘPNE RÓWNIEŻ TAŃSZE OFERTYAuto można skontrolować w dowolnym serwisie.Po uzgodnieniu możemy wymienić filtry,oleje i płyny .Każde auto jesteśmy w stanie przerobić pod Twoje potrzeby. Wybierz model a my zmienimy rozstaw osi oraz zamontujemy kompletny nowy hakowiec, beczkę asenizacyjną, wywrotkę , lawetęKredytujemy i leasingujemy auta z każdego rocznika.Procedura pełna i uproszczona.Ratę dopasujemy do potrzeb każdego Klienta.Jeżeli auto Ci nie odpowiada zobacz co mamy na stronielub zadzwoń Wyświetl numerCena 390000+vatZapraszam","Mercedes-Benz","Antos 1830","Biały",2016,"TRUCK SERVICE",NA,"Sprzedający na OTOMOTO od 2012","Naprawa samochodówSzybka naprawa",NA,NA,NA,500000,NA,9,479700
"MAN TGA 35.390 8X2","170000","872 636 km","Diesel",NA,NA,"390 KM",NA,"Do sprzedania MAN TGA 35.390 8X2Stan Bardzo dobryDMC 35000kgŁadowność 19300kgPrzeznaczenie Przewóz PojazdówSzerokie najazdyWciągarka 10000kg Silnik 10518cm3Stan Bardzo dobrySerwisowany na na czasTrzymany w haliFaktora VATPo więcej info proszę o kontakt telefoniczny (proszę nie pisać wiadomości - nie mam czasu ich czytać)","MAN","TGA 35.390 8X2","Zielony",2006,"Wojciech","Osoba prywatna","Sprzedający na OTOMOTO od 2018","Warszawa, Białołęka","19300",390,NA,872636,19300,19,170000
"Mercedes-Benz Actros 2542","188500","840 000 km","Diesel","Automatyczna",NA,NA,"Polska","Mercedes Actros 2542 Laweta Pomoc Drogowa Pojazd Specjalny NajazdSprzedam porządny pojazd który nam służył i służy przez wiele lat, natomiast czas odbioru nowego z salonu stąd decyzja o sprzedaży.Auto w bardzo dobrym stanie technicznym jak i wizualnym.Pojazd specjalny w dowodzie także niskie opłaty !!!Zawieszenie pneumatyczne !! Regulujemy jak chcemy !!Posiada pełne oświetlenie ostrzegawcze:Belka ostrzegawcza led na dachu kabinyLedowe oświetlenie drogowe-pomarańczowe awaryjne na przodzie pojazdu jak i tyle.Najazd masywny - cały w ocynkuZapady na wyższe autaWyciągarkaLekkie najazdy aluminiowe AltecSkrzynki narzędzioweWymiary najazdu:8,20 dl2,56 sz1,0 wysSerwisowany zawsze na czasWymienione:tarcze klockiOlej filtryObsługa napędówObsługa skrzyni biegówMiska olejowa - oryginałAuto nie zmęczone - woziło lekkie pojazdy zazwyczaj busy.Sprzedaż na fakturę VAT 23%Środek czysty zadbanyMasz pytania dzwońCena brutto","Mercedes-Benz","Actros 2542","Biały",2014,"Sebastian","Osoba prywatna","Sprzedający na OTOMOTO od 2023","Nowy Konik, miński, Mazowieckie","18000",NA,NA,840000,18000,11,188500
"MAN TGX 26.360 6X2 SCHMITZ+CARRIER SUPRA 1150","125000","840 000 km","Diesel","Automatyczna","10 450 cm3","360 KM",NA,"MAN TGX 26.360 6X2 kabina sypialna 1 łóżko, klimatyzacja, webasto, 3 oś skrętna i podnoszona, zabudowa chłodnicza SCHMITZ 6,50 x 2,45 x 2,50 z agregatem CARRIER SUPRA 1150 z 2019 roku, przód resor tył poduszka, opony 315/70R22,5.0,cena 125000zł tel 602 x 821 x 345","MAN","TGX 26.360 6X2 SCHMITZ+CARRIER SUPRA 1150","Czarny",2015,"Mega-Trucks",NA,"Sprzedający na OTOMOTO od 2015","poniedziałek08:00 - 17:00wtorek08:00 - 17:00środa08:00 - 17:00czwartek08:00 - 17:00piątek08:00 - 17:00sobota08:00 - 15:00niedzielaZamknięteZnajdź na mapieMagnuszew - 26-910 Magnuszew, kozienicki, Mazowieckie (Polska)","14000",360,10450,840000,14000,10,125000
"Mercedes-Benz ATEGO 1222 , autolaweta, wciągarka","109000","487 457 km","Diesel","Manualna","4 801 cm3","220 KM",NA,"Do sprzedania:MERCEDES ATEGOmodel 1222rok pordkukcji 2013data 1 rejestracji 18.12.2013przebieg udokumentowany 489159 kmsilnik 4 cylindorwy 220 KMDMC samochodu :11900 kgDMC zestawu z przyczepą 22000 kgMasa własna samochodu 6690 kgzawieszenie przód resor , tył poduszkarozstaw osi 5,36 mopony : 265/70R19,5 mają jeszcze 90% bieżnikaelektryczne szyby , elektryczne lusterka , tempomatklimatyzacja manualnazabudowa czeskiej firmy KOVna 3 samochody,górny pokład hydraulicznywciągarka hydraulicznazaczep do przyczepydługość dolnego pokładu : 8,3 metradługość górnego pokładu 4,1 metrasterowanie z pilota przewodowegonajazdy aluminiowePosiadamy do tego samochodu nadbudowę sypialną (Kurnik), możliwośc sprzedaży w cenie samochodu.Leasing na miejscu bez wyceny w procedurze uproszczonej.Samochód można oglądać w Płocku.Tel kontaktowy :Wyświetl numerWyświetl numer","Mercedes-Benz","ATEGO 1222 , autolaweta, wciągarka","Niebieski",2013,"GRUPA 7","Osoba prywatna","Sprzedający na OTOMOTO od 2014","Płock, Mazowieckie","5300",220,4801,487457,5300,12,109000
